Source,Target,type
784634759.0,1772095.0,indicative
1772095.0,784637359.0,indicative
1581729904.0,1772095.0,indicative
1657415100.0,1772095.0,indicative
1772095.0,1657417551.0,indicative
1657417886.0,1772095.0,indicative
1772095.0,1657719952.0,indicative
1772095.0,1658044571.0,indicative
1772095.0,1658061639.0,indicative
1661374484.0,1772095.0,indicative
1661986440.0,1772095.0,indicative
1676846587.0,1772095.0,indicative
1678982942.0,1772095.0,indicative
1772095.0,1678983025.0,indicative
1772095.0,1757761712.0,indicative
1790138559.0,1772095.0,indicative
1772095.0,1927284144.0,indicative
1772095.0,1927284194.0,indicative
1772230.0,1772235.0,indicative
1772992.0,1772230.0,indicative
1772230.0,1772997.0,indicative
1772230.0,1773002.0,indicative
1772230.0,1773452.0,indicative
1772230.0,1773472.0,indicative
1772230.0,1773492.0,indicative
1772230.0,1774972.0,indicative
1772230.0,1775427.0,indicative
1772230.0,1775452.0,indicative
1772230.0,1775642.0,indicative
1775647.0,1772230.0,indicative
1772230.0,1775692.0,indicative
1775702.0,1772230.0,indicative
1772230.0,1776067.0,indicative
1772230.0,1776377.0,indicative
1776592.0,1772230.0,indicative
1772230.0,2258712.0,indicative
1772230.0,2328456.0,indicative
1772230.0,4144648.0,indicative
71544625.0,1772230.0,indicative
71556171.0,1772230.0,indicative
1772230.0,71645784.0,indicative
126877750.0,1772230.0,indicative
1772230.0,229971214.0,indicative
231606915.0,1772230.0,indicative
235424693.0,1772230.0,indicative
1772230.0,348715502.0,indicative
1772230.0,348716744.0,indicative
1772230.0,352055084.0,indicative
1772230.0,359060026.0,indicative
1772230.0,938058920.0,indicative
1772230.0,1046491990.0,indicative
1772230.0,1580217054.0,indicative
1661986440.0,1772230.0,indicative
1676846587.0,1772230.0,indicative
1772230.0,1704192615.0,indicative
1771652313.0,1772230.0,indicative
1771703752.0,1772230.0,indicative
1771705517.0,1772230.0,indicative
1776023686.0,1772230.0,indicative
1772230.0,1789653698.0,indicative
1790138595.0,1772230.0,indicative
1790169567.0,1772230.0,indicative
1772235.0,1772657.0,indicative
1772235.0,1772992.0,indicative
1772235.0,1772997.0,indicative
1772235.0,1773002.0,indicative
1773452.0,1772235.0,indicative
1772235.0,1773472.0,indicative
1773492.0,1772235.0,indicative
1772235.0,1774472.0,indicative
1772235.0,1774677.0,indicative
1772235.0,1774762.0,indicative
1772235.0,1774797.0,indicative
1774827.0,1772235.0,indicative
1775372.0,1772235.0,indicative
1772235.0,1775427.0,indicative
